,Chromosome,TSS,TTS,Description,PromLenJing,PromTypes,name,PromLenSagie,opn_score
3476,11.0,82947.0,83550.0,"Calcineurin B; the regulatory subunit of calcineurin, a Ca++/calmodulin-regulated type 2B protein phosphatase which regulates Crz1p (a stress-response transcription factor), the other calcineurin subunit is encoded by CNA1 and/or CMP1",739.0,2.0,CNB1,170.0,-1.9829272623295404
3477,11.0,81035.0,82639.0,"Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p",727.0,1.0,DPH2,433.0,-1.1844964146762988
3478,11.0,80537.0,80160.0,"Mitochondrial matrix acyl carrier protein, involved in biosynthesis of octanoate, which is a precursor to lipoic acid; activated by phosphopantetheinylation catalyzed by Ppt2p",741.0,1.0,ACP1,433.0,-1.565086066047809
3479,11.0,79882.0,78866.0,"Conserved nuclear regulatory subunit of Glc7p type 1 protein serine-threonine phosphatase (PP1), functions positively with Glc7p to promote dephosphorylation of nuclear substrates required for chromosome transmission during mitosis",740.0,2.0,SDS22,99.0,-0.0347249231352764
3480,11.0,78646.0,77258.0,Mitochondrial threonyl-tRNA synthetase,738.0,2.0,MST1,75.0,-0.7066142394636987
3481,11.0,75821.0,77032.0,Essential protein of the mitochondrial intermembrane space (IMS); promotes retention of newly imported proteins; may do so by stabilizing client protein folding as part of a disulfide relay system or transferring metal to client proteins,741.0,2.0,MIA40,206.0,-3.0910979624346018
3482,11.0,75534.0,74932.0,"Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus",747.0,2.0,YKT6,206.0,-1.2899082297914166
3483,11.0,73865.0,70734.0,AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis,733.0,1.0,PEX1,700.0,-0.2060628989895203
3484,11.0,70220.0,68232.0,Putative serine/threonine protein kinase that regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein,821.0,2.0,PTK1,3.0,1.4245789021578297
3485,,,,[],,,[],,
3486,11.0,67466.0,63930.0,"Putative positive regulator of mannosylphosphate transferase (Mnn6p), involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late-logarithmic and stationary growth phases",765.0,1.0,MNN4,471.0,
3487,11.0,63821.0,64402.0,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",,,YKL202W,,
3488,11.0,63359.0,55935.0,"PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that regulates growth in response to nutrients and TORC2, a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis",886.0,2.0,TOR2,152.0,-2.1525998961699173
3489,11.0,53704.0,55602.0,"eIF4E-associated protein, competes with eIF4G for binding to eIF4E; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in cell growth, implicated in the TOR signaling cascade",734.0,2.0,EAP1,191.0,-2.8479088613334365
3490,11.0,50051.0,53353.0,Nuclear pore protein involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm,740.0,2.0,LOS1,189.0,-2.251910456783083
3491,11.0,49809.0,49006.0,Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly,722.0,2.0,ADD66,189.0,-2.452559423110188
3492,11.0,48194.0,48955.0,Member of a transmembrane complex required for efficient folding of proteins in the ER; required for respiratory growth; null mutant displays induction of the unfolded protein response,734.0,2.0,AIM27,53.0,-0.8470014110799085
3493,11.0,47157.0,47972.0,"Protein involved in 5' end processing of mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p",724.0,1.0,CBT1,700.0,0.5823649542136913
3494,11.0,46295.0,42423.0,"Plasma membrane ATP-binding cassette (ABC) transporter required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells",727.0,1.0,STE6,700.0,
3495,11.0,39163.0,42237.0,"Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation and essential for viability",746.0,1.0,UBA1,700.0,-1.8713284979076985
3496,11.0,38153.0,36699.0,"Bifunctional enzyme exhibiting both indole-3-glycerol-phosphate synthase and anthranilate synthase activities, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp2p",750.0,1.0,TRP3,700.0,-0.5849135152361722
3497,11.0,34543.0,36414.0,"Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns[4]P; transmembrane protein localizes to ER and Golgi; involved in protein trafficking and processing, secretion, and cell wall maintenance",892.0,2.0,SAC1,239.0,-0.5483174453933408
3498,11.0,34107.0,31960.0,"WD repeat protein required for ubiquitin-mediated protein degradation, forms complex with Cdc48p, plays a role in controlling cellular ubiquitin concentration; also promotes efficient NHEJ in postdiauxic/stationary phase",738.0,2.0,DOA1,239.0,-2.0062591120412288
3499,11.0,31693.0,31082.0,"Member of the REF (RNA and export factor binding proteins) family; when overexpressed, can substitute for the function of Yra1p in export of poly(A)+ mRNA from the nucleus",760.0,2.0,YRA2,128.0,-0.6638593420910217
3500,11.0,30687.0,26827.0,5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,769.0,2.0,OXP1,267.0,0.1033105636545341
3501,11.0,25215.0,26159.0,"Dihydroorotate dehydrogenase, catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid",1131.0,1.0,URA1,700.0,-0.4963561707110129
3502,11.0,22234.0,24084.0,"Lactate transporter, required for uptake of lactate and pyruvate; phosphorylated; expression is derepressed by transcriptional activator Cat8p during respiratory growth, and repressed in the presence of glucose, fructose, and mannose",1200.0,1.0,JEN1,700.0,-0.0722701631794215
3503,11.0,18339.0,17359.0,"3-hydroxyaspartate dehydratase, deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity",1200.0,1.0,SRY1,700.0,-0.4428137468300459
3504,11.0,14485.0,15708.0,"Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins",1200.0,1.0,COS9,700.0,-0.6332231755878643
3505,11.0,11226.0,9091.0,"Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels",1200.0,1.0,FRE2,700.0,
3506,11.0,6107.0,7528.0,"Protein with similarity to mammalian monocarboxylate permeases, which are involved in transport of monocarboxylic acids across the plasma membrane; mutant is not deficient in monocarboxylate transport",711.0,2.0,MCH2,358.0,-0.5618599931341279
3507,11.0,5620.0,3503.0,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine",833.0,2.0,YKL222C,358.0,-0.531016066118319
3508,11.0,2389.0,2721.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YKL223W,,
3509,11.0,2181.0,1810.0,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions",1200.0,1.0,PAU16,,
3510,11.0,451.0,798.0,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",,,YKL225W,,
3511,11.0,442722.0,440608.0,"Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis",745.0,2.0,VPS1,258.0,-1.5726979144521556
3512,11.0,443232.0,444938.0,"Poly(A) polymerase, one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs",922.0,2.0,PAP1,258.0,-0.9822629129105174
3513,11.0,445381.0,446727.0,"Member of an oxysterol-binding protein family with overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery",798.0,2.0,OSH6,299.0,-1.813228875870735
3514,11.0,448036.0,446799.0,Non-essential protein of unknown function,746.0,1.0,ECM9,212.0,-2.721550668047229
3515,11.0,450167.0,448521.0,Putative protein of unknown function,,,YKR005C,160.0,
3516,11.0,451217.0,450423.0,"Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation",708.0,2.0,MRPL13,29.0,-1.6185429984784534
3517,11.0,451434.0,451988.0,"Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; loss results in a defect in vacuolar acidification",718.0,2.0,MEH1,160.0,-2.599177436210484
3518,11.0,452201.0,454078.0,Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling,729.0,2.0,RSC4,102.0,-1.872320410995142
3519,11.0,457054.0,454352.0,Multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; has 3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase activities,1085.0,1.0,FOX2,700.0,-0.260431742079148
3520,11.0,461239.0,458924.0,Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site,814.0,2.0,TOF2,194.0,-1.8084494441218668
3521,11.0,462696.0,461635.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,809.0,1.0,YKR011C,700.0,-1.693821517596354
3522,11.0,464116.0,463739.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2",,,YKR012C,62.0,
3523,11.0,463959.0,464948.0,Protein of unknown function,740.0,1.0,PRY2,257.0,1.5031466901030006
3524,11.0,466071.0,465367.0,"Rab family GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis",1200.0,1.0,YPT52,700.0,-1.378440830291889
3525,11.0,468667.0,466961.0,Putative protein of unknown function,,,YKR015C,330.0,
3526,11.0,469717.0,471339.0,Mitochondrial inner membrane protein involved in formation and molecular structure of crista junctions; impairs oligomerization of F1F0-ATP synthase; null shows altered mitochondrial morphology and abnormal mitochondrial genome maintenance,1200.0,1.0,FCJ1,330.0,-2.069660346012536
3527,11.0,473349.0,471694.0,Putative protein of unknown function; contains a RING finger motif,807.0,2.0,YKR017C,114.0,-0.97071139020795
3528,11.0,475900.0,473723.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus,725.0,2.0,YKR018C,201.0,-1.2297277162380933
3529,11.0,478063.0,476216.0,"EH domain-containing protein involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS",789.0,2.0,IRS4,162.0,-0.8671906215793097
3530,11.0,478338.0,478832.0,"Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; links the (VFT/GARP) complex to the SNARE Tlg1p",729.0,2.0,VPS51,162.0,-1.3176458606991002
3531,11.0,479234.0,481981.0,Protein proposed to regulate the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,775.0,2.0,ALY1,96.0,-0.551647083890991
3532,11.0,483139.0,482171.0,"Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly",754.0,2.0,NTR2,180.0,-1.9307814626473228
3533,11.0,483419.0,485011.0,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",748.0,2.0,YKR023W,180.0,-1.960953639200656
3534,11.0,487372.0,485144.0,Putative ATP-dependent RNA helicase of the DEAD-box family involved in ribosomal biogenesis; essential for growth under anaerobic conditions,727.0,2.0,DBP7,340.0,-0.2322920769910492
3535,11.0,487770.0,488618.0,RNA polymerase III subunit C37,736.0,2.0,RPC37,340.0,-1.5844012863091992
3536,11.0,489655.0,488738.0,"Alpha subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a positive regulator of GCN4 expression",789.0,1.0,GCN3,700.0,-1.974594605112558
3537,11.0,491364.0,493661.0,"Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane",780.0,1.0,BCH2,700.0,0.7624900333073983
3538,11.0,494257.0,497358.0,"Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p",906.0,2.0,SAP190,155.0,1.4178851900245544
3539,11.0,499833.0,497578.0,Defining member of the SET3 histone deacetylase complex which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains,713.0,1.0,SET3,392.0,-1.1222152605153433
3540,11.0,500282.0,501103.0,"Golgi membrane protein of unknown function, interacts with Gea1p and Gea2p; required for localization of Gea2p; computational analysis suggests a possible role in either cell wall synthesis or protein-vacuolar targeting",762.0,2.0,GMH1,392.0,-0.2137512079179719
3541,11.0,506395.0,501344.0,"Phospholipase D, catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis",805.0,2.0,SPO14,388.0,-1.494496876900107
3542,11.0,506517.0,506831.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YKR032W,,
3543,11.0,507304.0,506879.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene DAL80",,,YKR033C,,
3544,11.0,506898.0,507707.0,"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Deh1p",700.0,1.0,DAL80,388.0,-0.190894108477746
3545,11.0,508561.0,507920.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene DID2/YKR035W-A",,,OPI8,,
3546,11.0,510633.0,508702.0,"WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission",730.0,2.0,CAF4,83.0,-0.0601970310889239
3547,11.0,511797.0,510910.0,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body",728.0,2.0,SPC34,54.0,-1.6055841393657504
3548,11.0,513159.0,511999.0,"Highly conserved putative glycoprotease proposed to be involved in transcription as a component of the EKC protein complex with Bud32p, Cgi121p, Pcc1p, and Gon7p; also identified as a component of the KEOPS protein complex",715.0,6.0,KAE1,700.0,-1.212114896955864
3549,11.0,515063.0,516871.0,General amino acid permease; localization to the plasma membrane is regulated by nitrogen source,1200.0,1.0,GAP1,700.0,0.752126583889817
3550,11.0,518566.0,518063.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YKR041W",,,YKR040C,,
3551,11.0,518198.0,518950.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus,707.0,1.0,YKR041W,700.0,-0.6829704846292524
3552,11.0,519527.0,520624.0,"Mitochondrial outer membrane and cell wall localized SUN family member involved in cell wall biogenesis and required for mitochondrial autophagy; involved in the oxidative stress response, life span during starvation, and cell death",910.0,2.0,UTH1,700.0,0.3214004189066699
3553,11.0,521712.0,520897.0,"Metal-independent fructose 1,6-bisphosphatase, may play a role in gluconeogenesis under metal-limiting conditions; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus",728.0,2.0,YKR043C,200.0,-2.714185402207295
3554,11.0,522015.0,523346.0,"Protein of unknown function that interacts with Ulp1p, a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates",809.0,2.0,UIP5,200.0,-2.6892480997262447
3555,11.0,523969.0,523418.0,Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm,,,YKR045C,62.0,
3556,11.0,525074.0,524223.0,Protein of unknown function that co-purifies with lipid particles; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange,709.0,2.0,PET10,172.0,0.1426555802735745
3557,11.0,525257.0,525562.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1",,,YKR047W,,
3558,11.0,526640.0,525387.0,Protein that interacts with mitotic cyclin Clb2p; required for the regulation of microtubule dynamics during mitosis; controls bud morphogenesis; involved in the transport of H2A and H2B histones to the nucleus; phosphorylated by CK2,719.0,2.0,NAP1,108.0,-1.436650971719235
3559,11.0,527231.0,526830.0,"Putative redox protein containing a thioredoxin fold; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",713.0,1.0,FMP46,700.0,-0.4725193126670559
3560,11.0,527815.0,530484.0,Component of the Trk1p-Trk2p potassium transport system,724.0,1.0,TRK2,99.0,-1.3184658789524404
3561,11.0,530946.0,532202.0,Putative protein of unknown function,824.0,2.0,YKR051W,252.0,-0.899495574557907
3562,11.0,533464.0,532550.0,"Iron transporter that mediates Fe2+ transport across the inner mitochondrial membrane; mitochondrial carrier family member, similar to and functionally redundant with Mrs3p; active under low-iron conditions; may transport other cations",771.0,1.0,MRS4,441.0,0.3505899182129273
3563,11.0,535281.0,534067.0,"Dihydrosphingosine 1-phosphate phosphatase, membrane protein involved in sphingolipid metabolism; has similarity to Lcb3p",700.0,2.0,YSR3,700.0,
3564,11.0,547925.0,535647.0,"Cytoplasmic heavy chain dynein, microtubule motor protein, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p",805.0,2.0,DYN1,104.0,-1.0972824594381416
3565,11.0,548216.0,549091.0,"Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins, likely to be involved in the establishment of cell polarity",742.0,2.0,RHO4,104.0,-2.5599664875094934
3566,11.0,549448.0,551367.0,"tRNA methyltransferase, 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair",700.0,2.0,TRM2,147.0,-1.9603906567323373
3567,11.0,551657.0,552242.0,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps21Bp and has similarity to rat S21 ribosomal protein,738.0,2.0,RPS21A,145.0,-0.9178807273133992
3568,11.0,552770.0,554620.0,"Self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin",852.0,2.0,GLG1,169.0,-0.3839094100774964
3569,11.0,554987.0,556174.0,"Translation initiation factor eIF4A, identical to Tif2p; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G",747.0,2.0,TIF1,215.0,-0.6127088022989362
3570,11.0,556518.0,557342.0,Subunit of U3-containing 90S preribosome complex involved in production of 18S rRNA and assembly of small ribosomal subunit,745.0,2.0,UTP30,206.0,-1.642121328149634
3571,11.0,557677.0,558954.0,Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family,782.0,2.0,KTR2,147.0,-0.3450198170025329
3572,11.0,559666.0,560652.0,"TFIIE small subunit, involved in RNA polymerase II transcription initiation",767.0,1.0,TFA2,581.0,-1.338899376163644
3573,11.0,562297.0,560789.0,Essential nuclear protein possibly involved in bud formation and morphogenesis; mutants require the SSD1-v allele for viability,709.0,2.0,LAS1,200.0,-1.8027372891227
3574,11.0,562547.0,565138.0,"Zinc cluster protein; regulates transcription in response to oleate levels; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",744.0,2.0,OAF3,200.0,-2.2916105663930004
3575,11.0,565892.0,565299.0,Constituent of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 complex,729.0,2.0,PAM17,100.0,-2.705370246699319
3576,11.0,567198.0,566113.0,"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress",715.0,1.0,CCP1,602.0,-1.1011155217004438
3577,11.0,567918.0,570149.0,Glycerol-3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis,793.0,1.0,GPT2,602.0,-0.6055663739139545
3578,11.0,570909.0,570328.0,Hydrophilic protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles; component of the TRAPP (transport protein particle) complex,741.0,1.0,BET3,495.0,-0.9223271455878717
3579,11.0,571612.0,573393.0,"S-adenosyl-L-methionine uroporphyrinogen III transmethylase, involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis",857.0,1.0,MET1,495.0,-2.3579637332611805
3580,11.0,573574.0,574632.0,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",,,YKR070W,139.0,
3581,11.0,575980.0,574934.0,Conserved component of an early step in the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p; ortholog of human Ciapin1,743.0,2.0,DRE2,312.0,-1.224555088571269
3582,11.0,578123.0,576435.0,"Negative regulatory subunit of protein phosphatase 1 Ppz1p and also a subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex, which catalyzes the third step of coenzyme A biosynthesis",847.0,1.0,SIS2,700.0,-0.8305734592897345
3583,11.0,578507.0,578187.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YKR073C,,
3584,11.0,579209.0,579676.0,Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss,742.0,1.0,AIM29,700.0,-1.3402742277513782
3585,11.0,580750.0,579827.0,Protein of unknown function; similar to YOR062Cp and Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,1082.0,1.0,YKR075C,39.0,
3586,11.0,582283.0,583395.0,Omega class glutathione transferase; not essential; similar to Ygr154cp; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,777.0,1.0,ECM4,700.0,1.227840202795471
3587,11.0,583653.0,584744.0,"Putative transcriptional activator, that interacts with G1-specific transcription factor, MBF and G1-specific promoters; ortholog of Msa2p, an MBF and SBF activator that regulates G1-specific transcription and cell cycle initiation",739.0,2.0,MSA2,157.0,-0.9995402960229852
3588,11.0,584952.0,586709.0,"Cytoplasmic protein of unknown function, has similarity to Vps5p; potential Cdc28p substrate; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P)",728.0,2.0,YKR078W,98.0,-0.7002718435417421
3589,11.0,589305.0,586789.0,tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2,909.0,1.0,TRZ1,700.0,0.2206331383391049
3590,11.0,590395.0,591357.0,"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase, plays a catalytic role in oxidation of cytoplasmic one-carbon units; expression is regulated by Bas1p and Bas2p, repressed by adenine, and may be induced by inositol and choline",763.0,1.0,MTD1,700.0,1.4979060572059666
3591,11.0,592540.0,591506.0,Essential protein involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles,723.0,2.0,RPF2,212.0,-1.6754237307659343
3592,11.0,592825.0,596298.0,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), localizes to both sides of the NPC, required to establish a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p",751.0,2.0,NUP133,212.0,-1.8484271678798168
3593,11.0,596822.0,596421.0,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",764.0,2.0,DAD2,65.0,-1.1459989016203007
3594,11.0,598890.0,597055.0,"GTPase with similarity to translation release factors; together with binding partner Dom34p, facilitates ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled; genetically implicated in mRNA no-go decay",744.0,2.0,HBS1,73.0,-1.271595531311486
3595,11.0,599681.0,599094.0,Mitochondrial ribosomal protein of the large subunit,713.0,2.0,MRPL20,136.0,-1.2614371766032637
3596,11.0,599857.0,603072.0,"RNA helicase in the DEAH-box family involved in the second catalytic step of splicing, exhibits ATP-dependent RNA unwinding activity",724.0,2.0,PRP16,136.0,-1.4578007076923578
3597,11.0,604232.0,603195.0,"Metalloendopeptidase of the mitochondrial inner membrane, involved in turnover of membrane-embedded proteins; member of a family of predicted membrane-bound metallopeptidases in prokaryotes and higher eukaryotes",714.0,2.0,OMA1,78.0,-0.7998331944531385
3598,11.0,605418.0,604405.0,Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern,713.0,2.0,TVP38,120.0,-1.5994987479429297
3599,11.0,608365.0,605633.0,"Multifunctional triacylglycerol lipase, steryl ester hydrolase, and Ca2+-independent phospholipase A2; catalyzes acyl-CoA dependent acylation of LPA to PA; required with Tgl3p for timely bud formation; phosphorylated and activated by Cdc28p",776.0,2.0,TGL4,350.0,-0.4583664665205402
3600,11.0,608946.0,611066.0,"LIM domain-containing protein that localizes to sites of polarized growth, required for selection and/or maintenance of polarized growth sites, may modulate signaling by the GTPases Cdc42p and Rho1p; has similarity to metazoan paxillin",873.0,2.0,PXL1,350.0,-1.4871930092810892
3601,11.0,611525.0,612265.0,"Cytoplasmic protein that, when overexpressed, suppresses the lethality of a rad53 null mutation; potential Cdc28p substrate",759.0,2.0,SRL3,284.0,-0.7279594410643551
3602,11.0,613885.0,612665.0,"Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140",922.0,1.0,SRP40,700.0,-1.0321810084792382
3603,11.0,615730.0,617535.0,"Integral membrane peptide transporter, mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p",923.0,1.0,PTR2,700.0,1.1249960082158648
3604,11.0,618750.0,617996.0,"Fusion protein, identical to Rpl40Ap, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes",738.0,1.0,RPL40B,700.0,-0.8281977160974252
